,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
173,3,47,413,400,219,272,24,8656,53,46,9,677,8,3,214,78,264,98,28,18,923,26,1,602,131,4,180,121,23,799,2377,28,228,771,1,177,4,17,2429,28,12,982,1,2334,1001,6005,239,286,102,8,1,134,83,6,189,22,51,8657,43,156,8658,18,129,2,1184,24,109,2,3,1827,4239,136,13,7,3,833,523,6978,80,111,4,191,458,61,684,11,9,7,413,771,91,13,18,608,129,2,1184,9,263,771,91,13,48,75,546,1398,2,1,109,9,18,67,1800,4,17,732,370,5,1311,7,1141,2,348,23,1761,8,13,5230,40,7024,2,3072,98,7,104,516,5,57,311,46,283,9,331,40,88,12,1184,7025,1,38,408,10,3,5720,8659,4,636,13,48,666,6,177,4,1311,13,18,67,1500,8,13,1166,40,87,1467,63,1,269,109,18,126,632,6,180,67,63,13,4648,98,59,17,348,13,87,48,2,5273,1,104,2092,4,8,9,22,4,336,151,1845,11,61,1,4,376,60,176,371,20,1209,64,722,17,4755,372,78,982,56,13,74,155,43,12,292,364,682,10,44,4944,19,242,19,1656,7,1779,151,146,1,123,553,35,8660,128,101,114,963,1152,147,143
174,7,45,536,340,4586,6,1,273,15,1,4633,1728,1,529,4711,58,6,1,83,1038,5,8,1,32,7,602,131,22,15,221,74,1512,3,798,30,64,74,40,967,122,65,74,371,1966,44,1074,1329,3,701,11,1455,36,953,489,15,4,1,403,3302,6,1529,2,1,83,273,117,1561,140,2292,66,1426,1,407,1317,19,4184,403,6805,1304,1,83,1286,1,134,344,2,4292,6,81,11,1,899,202,154,1,108,275,83,602,131,22,1884,1,7030,313,2,5912,17,253,23,437,1491,1,357,131,42,145,1863,216,2,1514,17,1091,52,324,115,184,7031,1,83,1286,7032,1,4633,835,2063,4407,4,4999,1478,1317,199,4756,3282,57,4,1,134,6953,3907,6,1,83,18,7731,58,4,1,6817,407,5,2268,85,1,6010,108,7029,3,386,1,3570,15,18,1872,2,5912,1,1016,7,390,5277,7033,828,205,83,102,3906,749,22,3419,203,1585,2380,55,80,1,203,525,11,3,812,234,407,34,22,51,85,661,1631,1504,3906,15,13,33,169,3050,3,130,324,14,7,4,2699,3906,15,24,12,3871,1,605,18,4993,2,2498,2425,493,2,139,8,112,632,275,6,32,7,36,4,227,26,2256,2,2415,21,2228,2,2415
175,152,70,13,2202,127,1944,11,4935,5785,138,482,6012,2829,6013,27,56,4534,4072,174,76,166,8676,8676,138,482,13,7,608,1797,2,20,2641,8629,174,76,166,138,482,7,165,2833,170,746,174,76,166,138,1019,1934,640,1,4,17,1192,72,91,14,7,1,121,162,13,388,119,61,2,6014,1080,2,265,4759,3133,138,482,1934,7,121,327,452,1,1369,27,17,267,638,4760,521,138,482,6595,3514,150,3,1151,402,43,353,14,176,25,51,488,68,67,1736,7,10,39,13,74,193,90,6,1,238,5083,8,7,8257,2,20,10,1,97,937,4,1,988,8677,8677,138,482,5076,24,607,1380,58,8,1,767,4,3564,7,2829,10,1,4294,18,371,57,4,263,64,78,17,2098,174,76,166,138,482,4524,7,1,252,35,155,12,3250,382,24,12,1,134,4527,1110,35,25,326,430,6,165,833,907,490,3065,2151,326,138,1019,5650,2569,4207,2344,190,8,4224,8671,4,1,86,258,286,12,3,3908,4293,16,1195,4,6013,171,17,7034,3,6526,5,37,1042,4224,170,40,87,1512,78,39,401,40,152,3564,2201,78,37,3625,11,1,242,5279,11,1,1466,11,14,11,14,4463,35,6015,39,128,101,114,817,6016,147,143
176,9,190,13,33,1514,912,84,249,31,71,38,46,9,15,10,182,13,33,1514,3,249,31,208,4,912,84,5,33,714,3,49,16,8,549,1,54,36,22,928,15,14,8678,3,255,84,31,208,11,649,151,26,1075,84,29,464,1204,53,14,409,151,2,912,35,33,20,4193,13,15,41,2073,40,488,8,384,1390,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,137,96,6,175,2651,5,1625,34,64,480,142,363,5745,18,1,3470,14,48,51,6,620,142,67,400,7,119,135,2,127,968,6,64,1,117,4761,8,62,6018,8685,5,5652,1,1613,4,3223,240,28,62,2169,23,1,86,1198,2210,148,2136,3,662,2340,4,790,836,203,5,37,4762,2340,4,756,240,6,243,1,1557,1306,58,1,541,295,84,2340,12,371,662,6,1739,19,14,331,40,195,85,658,240,28,62,5281,26,87,8686,23,1,86,148,53,322,812,57,4,127,6,1,1557,28,5824,8,30,62,5281,52,3729,26,899,48,371,1250,3,120,8,2755,1198,3136,33,25,1377,23,295,672,84,5,8,520,78,37,3101,902,549,366,39,8,651,1,83,1,1492,109,1830,1383,8,492,181,356,240,894,58,11,1,207,268,109,8,601,7773,8687,240,171,3,333,2340,62,6954,1983,23,1,86,1198,2210,148,46,9,7,3541,4,565,6,1,83,587,80,3,1183,4,8,648,8,1,2635,275,4,6954,240,904,30,62,21,198,44,221,62,55,344,2,120,11,435,290,80,11,46,9,14,3047,1780,2,4272,8,29,318,6,1,83,4,1492,9,18,113,1,120,18,128,101,114,938,3853,147,143
178,517,2,7037,69,47,31,49,120,17,124,71,32,7,830,38,489,517,42,7037,69,1,47,7,120,10,1170,31,160,17,124,702,10,230,1,5075,42,7037,69,1,1781,120,5285,8688,3,686,11,517,15,10,76,65,176,247,517,7,120,6,1396,4,1,160,2,1314,3,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2858,5,3687,2,236,16,175,1217,98,781,2,4763,1666,87,59,9,1394,61,2,88,67,13,2823,23,597,4,3,8693,109,6,3,188,707,59,1,5287,5,15,13,48,75,7038,217,4286,367,37,180,313,418,98,7,657,2,1232,5287,4,1,1223,4,1,437,613,109,6,3,253,2112,133,1,8690,972,1073,98,7,1426,1191,72,48,51,721,1198,1714,8,418,61,3,1370,4,565,17,1461,10,182,6,1,7033,1975,131,1225,2,5288,1,392,1372,2,260,348,10,179,98,82,1169,11,3,2532,6,1529,2,519,97,131,1992,3909,15,6,37,414,16,557,125,3414,13,33,25,2,1205,5197,758,3,1257,5,343,13,22,1,355,11,3,1426,3909,15,41,350,21,51,6922,404,4,44,3036,2,88,8,3909,15,1258,1,905,4,1198,1714,3909,107,459,8,55,80,735,869,48,51,367,41,350,7751,55,80,1931,4,127,41,42,478,2,88,8,13,15,45,218,6,213,48,4486,857,26,98,5,178,11,61,2,1734,58,4,1,454,59,303,223,374,61,4,161,859,52,431,2722,135,2,63,30,62,1721,5,13,18,6,17,446,1722,98,22,418,2286,5,71,22,21,51,561,2,1782,2655,1,231
180,3472,3507,11,557,125,30,354,25,525,93,81,2,1153,10,44,4521,91,30,62,1173,10,8694,5,7040,6019,106,1,605,10,533,444,8695,1087,30,62,1173,10,3349,8694,5,93,665,4,7040,1082,29,4207,19,1,104,2414,6,498,172,7,132,183,18,7041,5,1619,151,482,459,3073,1447,557,174,76,166,4765,8696,8697,157,327,4766,4,482,3357,557,22,1565,10,2,496,543,174,76,166,157,327,2802,12,557,125,870,174,76,166,6020,7,157,327,533,444,2,873,263,6,2,220,337,1447,8698,107,2,557,125,675,605,10,7040,6019,174,76,166,157,327,940,12,834,43,1,533,444,1919,3837,12,834,43,8699,6019,174,76,166,8700,8700,157,327,5289,110,694,834,43,444,5,87,1185,37,1224,992,26,8701,8252,28,12,377,2,4521,24,125,85,463,23,194,8,14,847,78,1,766,100,444,25,463,2,88,16,9,13,12,4,336,527,1,833,311,3,1261,6,60,172,528,68,942,3619,10,1,750,605,4767,2633,4767,4767,444,12,3,1708,9,22,265,1219,10,61,5,70,82,20,55,1219,80,1,766,293,100,61,444,42,630,440,17,184,1534,1092,9,7,128,101,114,8702,267,1742,147,143,5,76
181,89,16,17,705,217,368,1904,2,4207,11,111,721,2551,13,378,25,3,526,81,548,3,312,3137,483,10,626,8,53,13,48,2,2382,233,2750,3,2106,5,37,1305,159,214,26,3,7043,1444,13,33,1433,1,2106,7,490,91,57,2106,12,55,675,80,3,356,668,8703,3137,22,64,2863,3,3430,5196,63,39,1542,265,10,705,217,97,50,74,970,14,1,626,368,18,3346,59,865,291,1176,4188,2997,61,2,88,67,29,24,402,3137,7,273,12,171,944,699,3,4296,3626,5134,3910,666,2678,782,10,705,217,1973,2980,2559,4,24,499,865,291,1176,4188,530,2150,1,3910,5,2219,1,1098,20,923,1,188,3732,1,3910,18,2059,360,352,366,1,972,4,3626,6021,82,863,2,1863,3,336,4,503,291,4188,254,21,25,1,1551,2,5291,1319,5961,4,111,3626,1550,1780,3,120,23,1,972,4,6021,248,3137,7,368,401,40,197,69,136,164,2,1,3269,57,4,90,970,4631,12,56,35,74,139,106,259,483,4934,1,5290,7,626,996,847,78,1959,8704,256,3,2793,40,56,69,14,916,3137,1531,2,197,1079,6022,5,89,13,74,694,6023,321,156,13,388,20,6,3,571,288,8705,490,12,526,143,114,626
182,36,5,47,1242,294,10,32,7,31,160,8238,71,32,7,47,1126,144,582,1984,1076,15,10,182,8,65,6,1,47,5,36,4,227,48,1117,3,294,10,31,504,160,198,23,277,53,37,599,48,51,1117,6,1211,2,5292,58,1288,233,117,4495,31,600,1076,15,41,25,35,155,41,25,3,294,1076,15,14,18,55,80,64,37,599,6,4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,449,7044,16,9,636,59,31,71,3,2481,233,38,46,9,5,47,275,281,1029,449,22,894,85,3,5293,5294,5,56,14,256,18,3,1170,6024,4,1,32,7,31,713,11,373,449,1394,1,38,2,2231,17,4076,1353,6,3,5,3083,17,2222,636,8,25,213,10,3,1639,1910,13,87,8706,9,11,436,7045,6025,4,94,11,17,252,9,449,6,560,11,1420,2,717,405,4297,277,837,69,216,1,102,99,3083,5,470,1029,119,2,236,34,16,94,1256,4,1,31,49,24,163,911,9,17,104,423,536,565,1,38,470,10,182,35,33,78,2,5202,6914,10,436,316,3,4216,312,449,1890,6,1,971,8707,10,204,52,29,318,70,6026,3,971,8707,11,1,102,16,3592,2,1,38,7,2062,7046,35,2073,40,51,3,2545,366,24,163,35,267,4770,68,2,14,449,211,13,6,277,28,198,216,13,378,1085,9,6,3343,3,3344,1,38,7,461,5295,69,1,1023,5,86,77,4470,449,3087,5,15,13,33,416,20,6027,3,437,327,1702,1399,6,4990,8,7,1,3889,35,388,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,479,30,25,326,389,113,8709,78,2639,2756,215,90,4426,1470,5,73,12,67,1500,69,9,7,253,8,73,12,89,527,11,1,3911,4,895,5296,2,197,406,1,141,5657,495,28,12,37,1960,2266,52,853,434,41,25,150,19,462,19,39,74,1335,169,14,41,215,587,434,2756,15,146,37,2025,10,1,4224,343,398,5122,1,1183,278,10,1,141,53,13,1339,151,24,1385,136,35,1918,72,27,271,2065,73,770,72,7,1,7047,1,895,5296,11,1,50,28,4647,189,91,72,42,20,75,55,719,35,1918,1,97,1998,12,2,136,35,170,40,155,495,33,1290,61,126,4416,70,7,1,7048,3198,8,5,145,29,318,41,388,119,489,517,34,6,1465,4,2750,189,1032,3,1183,149,173,7,1,3989,114,113,1235,248,24,12,3,1087,7049,1014,8,1,159,50,354,3358,530,2979,140,148,882,3138,99,2269,2756,79,627,82,982,8359,93,113,1235,6029,761,2,371,1968,196,895,5296,60,33,197,406,8710,1,450,1856,737,5,3627,895,5296,12,265,8,33,169,8711,8712,1663,24,12,1,665,4,503,8,941,215,6,24,141,5,2756,640,2,497,1219,1522,11,87,3518,14,19,37,3881,128,101,963,1152,147
185,34,29,1,3359,1612,45,6031,6032,15,73,18,899,11,1,313,19,158,8339,6033,2,98,3,92,180,602,131,291,289,35,350,389,61,3,242,81,5,13,299,228,25,494,2,88,16,127,223,6032,1581,15,13,7,3,214,4,2574,13,7,3,725,1015,6032,15,73,66,2021,98,91,13,2458,9,28,116,77,314,7053,84,4,1,268,120,6,8719,828,205,3359,12,1,828,568,9,5,98,42,914,189,135,2,70,14,99,20,73,15,6868,4409,6034,3,3608,8720,5,1541,1203,1084,199,15,73,946,57,4,98,7,2214,5,73,1089,1,231,100,61,79,120,10,230,11,199,949,260,33,25,463,2,88,16,9,52,377,2,8168,1,2520,3541,65,720,6,1,47,73,15,24,524,40,3,454,43,9,7,709,11,95,141,14,7,43,28,2136,165,83,4409,15,406,1404,205,72,62,467,130,1770,11,848,413,158,240,7054,1,5905,4,3777,1291,6,1,384,1006,4,1,454,41,350,48,459,5,1,213,368,5,93,8721,26,86,258,1016,56,69,1,440,15,1291,5300,19,73,3578,58,4,1,3359,4060,16,3,7055,4,2657,56,35,74,139,12,8,41,56,74,40,1466,11,24,2,20,69
186,248,225,4239,10,1594,1405,8,773,95,9,176,455,494,1129,2,17,105,7,750,16,132,19,512,125,34,39,152,28,7056,132,225,4239,8722,1165,10,569,1784,16,1996,205,13,2936,576,23,566,58,5,194,8,1080,132,110,1,109,1,32,7,44,393,879,56,8723,186,132,4666,1,32,7,38,8722,15,739,3698,1,785,28,1797,2,25,75,546,122,2,795,680,156,1,733,468,82,25,2111,61,70,665,4,393,545,12,8,19,41,1327,172,7,183,4,46,9,12,8152,68,19,1,46,7,130,12,1052,2,873,69,925,158,65,8,13,7,129,11,1,1809,24,12,56,153,505,125,11,9,28,22,2719,2,17,85,5992,8,1,132,183,12,3,1084,1735,2692,2,6035,61,57,6,60,1,512,125,217,12,5301,248,3877,5891,369,10,1,782,603,1451,185,5891,1173,132,1124,10,1594,1405,116,577,8,30,570,46,9,19,38,1131,5,5163,174,76,166,4773,138,613,1929,101,114,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,711,3,1599,1951,11,932,803,3675,12,6,578,23,75,2176,4,44,184,13,770,1785,2,4578,4,585,5302,2721,1942,6,1,188,194,8,2471,50,6,24,141,25,51,1,221,8531,8725,4,95,786,1942,11,250,321,242,24,12,37,2,1,4,490,14,12,8726,5,1,2471,945,42,447,11,14,75,738,13,15,5302,145,2436,94,194,218,1086,1812,11,1,141,7,2471,945,34,25,3140,2,88,463,41,42,21,233,65,5,112,34,233,127,28,447,11,8727,5,289,5,127,28,88,21,13,558,188,26,8724,7057,5302,28,6036,29,9,7,1855,174,76,166,7059,138,395,1097,321,5115,2,2927,17,253,2,239,585,48,345,269,708,511,638,385,88,17,4298,236,11,61,10,230,248,5302,7,4771,29,9,7,1855,59,1,253,18,614,9,470,35,372,663,2,309,1056,299,7,638,7,8728,6,94,2,1060,434,504,6,3,162,8,2396,7060,755,4,95,141,5692,232,3873,10,548,112,52,199,7,19,13,272,14,2,236,16,39,784,9,59,3627,259,2657,4220,41,247,2,1155,26,55,2504,680,1,853,490,2603,10,9,7,253,2,2626,2141,203,507,7060,50,58,4,1,141,101,114,687,804
188,3497,19,13,875,3,339,29,1,333,1391,1198,3092,146,8,339,9,2936,69,492,203,7061,5,1,278,63,13,15,13,299,1073,16,1,38,4,1,2578,2213,24,18,9,7,1846,2661,35,408,2,261,308,5,35,1073,16,1,38,4,1,2578,2213,196,27,50,8,27,3303,50,30,350,2149,5,41,388,20,72,41,103,1948,20,72,41,25,245,14,7,21,87,3,578,4,3,1415,41,103,129,2,20,72,19,201,9,916,331,40,152,8,13,12,1,38,4,1,2578,2213,91,1,2213,27,3,252,4,159,2297,19,310,76,3423,9,11,24,72,7,245,75,162,2,7025,1593,24,34,211,1,9,105,48,2,794,6,3,775,1534,2355,1179,2,4718,9,7,153,1868,929,2090,68,1,54,36,707,3,5304,4,9,7,782,5,5578,58,1,1096,38,5,2200,14,16,1,5305,4,502,4,1,2578,2213,459,7,634,150,452,2,1131,24,16,576,14,7,78,1,9,105,401,40,87,794,2,20,7062,5,122,82,30,64,19,30,272,58,57,865,9,12,349,661,55,9,7,280,331,40,25,81,52,1,935,2,358,8731,68,17,8491,5,24,3122,1179,12,1846,2331,128,101,114,8732,147,143
189,494,2,219,35,18,3629,43,3,346,6,1419,4693,11,219,5,165,696,5,391,683,11,61,35,1918,30,62,377,2,193,122,2,119,93,4,1,355,135,79,345,12,66,4613,4079,237,24,12,2978,345,8735,15,463,22,51,113,43,24,156,14,18,3001,4071,13,18,228,3513,1193,5,99,211,20,1779,538,5990,5306,34,1,860,12,8435,165,3076,28,18,3,429,2376,63,24,56,898,5,1,266,7064,82,1512,58,651,1,450,53,65,25,44,162,36,65,699,501,3,49,3702,1125,59,255,442,5,39,74,20,2622,452,30,42,358,377,2,335,1125,1983,16,1710,5271,11,1887,825,8,601,4594,42,20,561,2,743,1416,2358,6,325,2,169,44,1832,7,749,3,1400,1078,3888,436,2,16,1,465,28,6037,39,5,436,2,978,257,429,69,2,90,14,7,3,5114,7064,8,75,1887,1832,99,25,2,497,621,27,2961,1045,191,8,1887,825,99,1510,196,8736,2,453,91,1,1924,524,40,2,1113,34,19,242,19,4594,27,561,2,3112,2358,5,44,825,11,1,1144,4,44,749,223,99,228,1184,1,113,2,2382,91,75,57,99,20,1052,2,1594,44,490,6,2757,5,1167,128,101,963,1152,147,143
190,4,3362,1284,52,5953,23,2248,3138,1,842,74,1242,492,927,1216,346,24,8738,352,2,860,2202,3,8091,3201,1,738,1,1207,2513,1,1993,1,6039,1,1301,842,197,2,127,1676,490,6040,2,127,28,2379,134,2279,45,330,1412,4773,582,4,1,36,287,2095,144,15,133,1,120,747,7,8739,18,1284,23,2248,445,5,17,4620,7,500,6501,222,3,7066,3221,2,580,148,1,583,354,66,20,501,23,1,32,7,47,5,998,23,38,46,9,1070,160,22,51,501,23,117,47,2069,34,72,18,75,1421,1096,10,63,1,47,378,195,68,1,49,115,1256,4962,725,853,883,4299,6,213,2873,10,230,9,107,2248,5,3180,340,8,13,4774,2,386,1,32,7,1057,6,883,2,1039,2437,1210,300,32,7,241,424,1,3178,2700,2,25,44,776,6,906,1039,9,7,880,65,535,6041,6,175,1,36,5,47,2630,209,25,15,30,5307,2,478,1,842,60,30,193,19,177,11,8740,4,127,5953,23,883,11,1406,100,52,28,25,1273,6,3363,16,8,1988,1,1459,1579,186,94,89,27,21,19,2403,19,48,51,513,1,160,501,23,1,36,48,51,5758,2,700,5271,222,19,770,375,11,958,2918,5,361,7
191,9,105,5742,3840,627,29,391,653,71,1,9,105,22,107,653,758,1,192,4,391,5,751,879,2,1221,625,924,627,52,8741,6,351,925,126,2015,11,202,77,7,432,1,213,368,367,10,631,1,1316,15,57,4,1,653,1,32,7,5012,11,8742,535,5,4467,18,648,3,1201,4,1194,8743,627,52,8741,2810,4694,3484,685,704,604,5,3135,604,209,29,3,606,399,62,66,107,2,396,405,416,4,1,1595,515,410,2,3265,38,698,168,7,2152,547,148,5,2,396,6042,416,4,8400,6,2227,2,205,50,74,1707,391,683,1,368,367,1,2604,1765,135,10,1,369,1,8744,8,2604,22,2343,627,12,3,1205,4,2505,1258,1,432,529,701,2241,5785,15,6,3,188,2604,42,478,2,396,1,544,4282,704,1700,2,3591,1,391,4,56,201,2604,66,2370,8745,1,396,4,2466,5,704,822,6,319,5,432,1563,13,15,1,1316,15,83,192,925,66,89,6033,2,757,1991,19,161,1162,3,2116,29,1,606,2604,399,10,3,1509,26,1,54,36,124,4,1402,5,432,60,5308,38,46,9,7,2128,432,807,2,94,164,2,1,368,1,368,15,75,62,648,11,1,1571,471,0,0,0,0,0,0
192,417,171,865,11,3105,17,481,8746,3,1,217,11,1341,106,3683,2,2174,353,50,475,11,9,43,8747,364,50,53,14,417,151,2,3567,2,5074,3,812,2106,52,3,356,668,8703,4296,3626,3910,7042,3137,190,13,33,1433,1,2106,60,12,55,675,80,56,127,1305,201,13,3032,164,2,3137,7,626,1531,13,12,3,2545,4,46,9,8664,5,250,113,626,338,4935,7,8748,361,64,67,39,152,70,2402,4,465,41,103,2392,16,3137,18,2059,26,17,744,3593,19,612,19,3626,209,2863,4,1,368,60,408,3618,10,705,217,91,8,7,70,1516,63,1660,50,139,1660,379,14,7,66,153,344,13,42,1184,17,312,164,2,3,188,26,209,699,3,4296,3626,5134,3910,666,2678,782,10,705,217,1973,2980,2559,4,24,499,865,291,1176,4188,530,2150,1,3910,5,2219,1,1098,20,923,1,3910,18,2059,360,352,366,1,972,4,3626,6021,82,863,2,1863,3,336,4,503,291,4188,254,21,25,1,1551,2,5291,1319,5961,4,111,3626,1550,1780,3,120,23,1,972,4,6021,14,7,1414,53,3137,7,1341,22,326,2169,17,236,52,53,13,22,1584,495,2,3823,34,24,12,789,265,8,99,20,4071,128,101,114,2199
193,35,2675,127,50,158,4,90,64,78,127,6,2482,771,789,734,30,3288,872,107,6043,8,334,611,12,3,3246,1246,798,4,1,140,118,5,99,478,2,20,11,3,242,81,1,660,16,8,2349,49,12,14,920,3,903,304,49,8,18,2547,16,4775,5310,872,15,117,5143,4,8,49,48,463,2,88,16,1479,13,770,5,70,35,15,145,5,211,476,89,12,8,14,7,21,113,11,1942,2,6044,3,864,5,50,28,27,4776,2,352,11,44,184,221,1835,1201,864,611,640,2,20,1857,10,1,825,4,864,611,5,35,1344,8,11,1479,864,611,72,5,35,33,177,8,2659,72,7,3,423,864,360,548,6966,23,221,4705,5310,341,13,558,1,213,368,5972,2,4258,16,872,1,234,952,545,669,3,5311,369,10,1,1200,5,14,7,462,8,5643,56,4,14,18,1129,2,1,2146,1584,23,1479,72,176,25,51,93,5310,6,37,315,47,753,34,158,4,127,2784,62,923,133,384,1256,72,62,66,93,2784,8,1435,2,25,51,7068,3115,1959,872,475,100,14,34,89,13,359,56,8,6045,864,611,355,11,17,83,5,323,99,119,8,355,6757,1,825,4,1479,99,25,321,101,114,687,804
194,9,7,628,10,102,1972,4235,102,71,32,7,47,108,281,712,598,15,10,230,8,38,46,9,7,470,628,10,102,3054,1972,18,4235,34,598,110,21,2121,1972,7,455,11,9,2,586,1,1041,69,161,431,555,8,376,18,4235,4,3,38,598,107,277,1972,3,86,258,199,10,296,178,11,9,2,586,69,161,431,231,55,80,3,1815,223,25,374,9,4,2122,161,2727,60,13,22,418,9,1972,10,76,10,230,1503,7069,102,3054,1972,3,1384,8753,11,712,598,5,590,28,33,284,2,165,124,2291,11,130,4777,21,67,242,642,5,33,88,494,11,90,12,89,6,1,4300,1406,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,241,341,49,8,9,998,8756,3,4473,669,23,1,9,105,6,138,8,3811,653,1513,2605,3364,3118,758,2440,394,1,148,6046,2,175,3811,5,226,4301,1,273,100,2605,12,136,5313,5,1498,3406,24,148,12,242,15,108,102,6811,6812,28,581,850,6,94,2,8757,1,3118,26,118,4472,73,558,8,1,752,7,3118,2483,3,5099,1162,2,32,7,123,200,2605,3364,22,888,418,8,14,22,886,2,111,118,5,15,14,33,21,212,3,118,16,4302,6,37,1179,2,1060,1,752,15,6,157,14,33,6047,1,731,713,4,115,3118,5,618,3720,11,23,1186,1217,32,7,209,25,15,8,681,106,4590,33,21,20,3071,6,3,188,10,230,2605,3364,15,14,770,2,25,1219,562,43,1,148,624,2,115,8758,2101,2162,2,14,558,8,1,752,18,8759,115,2065,5,33,478,2,871,115,3573,26,4302,1441,106,8760,16,1,14,200,945,2,772,10,230,2477,3630,3,441,4302,200,351,29,1,192,4,1762,200,107,277,8,790,56,118,653,48,1407,923,2605,3718,26,44,4301,6,2188,16,1,138,325,2605,351,468,2,1,335,110,21,1435,2,5262,111,499,8,33,381,1,105,7,3230,4,2605,3364,3630,15
